transaction_id,user_id,timestamp,transaction_amount,merchant_category,merchant_id,payment_method,device_id,device_type,city,hour_of_day,day_of_week,is_weekend,transaction_gap_minutes,daily_transaction_count,average_amount_last_7_days,std_amount_last_7_days,merchant_visit_frequency,device_usage_frequency,location_visit_frequency,new_device,new_location,new_merchant,distance_from_last_transaction_km,label
TXN07-00001,7,2026-05-12 03:24:36,45000.0,Bank Transfer,70001,UPI,DEV-07-1,Android,Kolkata,3,1,0,0.0,1,45000.0,0.0,1,1,1,1,1,1,0.0,1
TXN07-00002,7,2026-05-12 08:10:42,1652.09,Pharmacy,70006,UPI,DEV-07-1,Android,Kolkata,8,1,0,286.1,2,45000.0,0.0,1,2,2,0,0,1,0.0,0
TXN07-00003,7,2026-05-12 08:11:10,1135.02,Utility Bills,70008,Card,DEV-07-1,Android,Kolkata,8,1,0,0.47,3,23326.04,21673.96,1,3,3,0,0,1,0.0,0
TXN07-00004,7,2026-05-12 08:12:06,886.43,Grocery,70005,Card,DEV-07-1,Android,Kolkata,8,1,0,0.93,4,15929.04,20557.36,1,4,4,0,0,1,0.0,0
TXN07-00005,7,2026-05-12 08:16:18,932.81,Pharmacy,70006,UPI,DEV-07-1,Android,Kolkata,8,1,0,4.2,5,12168.38,18957.35,2,5,5,0,0,0,0.0,0
TXN07-00006,7,2026-05-12 08:16:40,45000.0,Bank Transfer,70001,UPI,DEV-07-1,Android,Kolkata,8,1,0,0.37,6,9921.27,17541.47,2,6,6,0,0,0,0.0,1
TXN07-00007,7,2026-05-12 08:34:04,1324.62,Pharmacy,70006,Card,DEV-07-1,Android,Kolkata,8,1,0,17.4,7,15767.72,20671.83,3,7,7,0,0,0,0.0,0
TXN07-00008,7,2026-05-12 08:48:12,1107.93,Grocery,70007,UPI,DEV-07-1,Android,Kolkata,8,1,0,14.13,8,13704.42,19794.48,1,8,8,0,0,1,0.0,0
TXN07-00009,7,2026-05-12 09:25:26,584.31,Utility Bills,70008,UPI,DEV-07-1,Android,Kolkata,9,1,0,37.23,9,12129.86,18978.89,2,9,9,0,0,0,0.0,0
TXN07-00010,7,2026-05-12 09:30:46,1752.63,Grocery,70001,UPI,DEV-07-1,Android,Kolkata,9,1,0,5.33,10,10847.02,18257.65,3,10,10,0,0,0,0.0,0
