transaction_id,user_id,timestamp,transaction_amount,merchant_category,merchant_id,payment_method,device_id,device_type,city,hour_of_day,day_of_week,is_weekend,transaction_gap_minutes,daily_transaction_count,average_amount_last_7_days,std_amount_last_7_days,merchant_visit_frequency,device_usage_frequency,location_visit_frequency,new_device,new_location,new_merchant,distance_from_last_transaction_km,label
TXN01-00001,1,2026-05-12 01:43:02,375.0,Food,10001,UPI,DEV-UNK-1164,Web,Pune,1,1,0,0.0,1,375.0,0.0,1,1,1,1,1,1,0.0,1
TXN01-00002,1,2026-05-12 03:00:30,700.0,Food,10001,UPI,DEV-01-1,Android,Pune,3,1,0,77.47,2,375.0,0.0,2,1,2,1,0,0,0.0,1
TXN01-00003,1,2026-05-12 11:05:51,322.96,Movies,10006,UPI,DEV-01-1,Android,Pune,11,1,0,485.35,3,537.5,162.5,1,2,3,0,0,1,0.0,0
TXN01-00004,1,2026-05-12 11:13:15,489.45,Food,10005,UPI,DEV-01-1,Android,Pune,11,1,0,7.4,4,465.99,166.83,1,3,4,0,0,1,0.0,0
TXN01-00005,1,2026-05-12 11:13:22,407.46,Movies,10001,UPI,DEV-01-1,Android,Pune,11,1,0,0.12,5,471.85,144.84,3,4,5,0,0,0,0.0,0
TXN01-00006,1,2026-05-12 11:14:24,250.57,Food,10005,UPI,DEV-01-1,Android,Pune,11,1,0,1.03,6,458.97,132.08,2,5,6,0,0,0,0.0,0
TXN01-00007,1,2026-05-12 12:14:29,321.36,Grocery,10003,UPI,DEV-01-1,Android,Pune,12,1,0,60.08,7,424.24,143.42,1,6,7,0,0,1,0.0,0
TXN01-00008,1,2026-05-12 12:17:44,173.25,Grocery,10003,UPI,DEV-01-1,Android,Pune,12,1,0,3.25,8,409.54,137.58,2,7,8,0,0,0,0.0,0
TXN01-00009,1,2026-05-12 12:33:22,413.95,Food,10005,UPI,DEV-01-1,Android,Pune,12,1,0,15.63,9,380.01,150.56,3,8,9,0,0,0,0.0,0
TXN01-00010,1,2026-05-12 12:34:51,240.7,Movies,10006,UPI,DEV-01-1,Android,Pune,12,1,0,1.48,10,383.78,142.35,2,9,10,0,0,0,0.0,0
TXN01-00011,1,2026-05-12 12:42:42,277.42,Cafes,10002,UPI,DEV-01-1,Android,Pune,12,1,0,7.85,11,369.47,141.7,1,10,11,0,0,1,0.0,0
TXN01-00012,1,2026-05-12 12:58:28,430.46,Food,10005,UPI,DEV-01-1,Android,Pune,12,1,0,15.77,12,361.1,137.68,4,11,12,0,0,0,0.0,0
TXN01-00013,1,2026-05-12 13:05:53,581.95,Food,10010,UPI,DEV-01-1,Android,Pune,13,1,0,7.42,13,366.88,133.2,1,12,13,0,0,1,0.0,0
