transaction_id,user_id,timestamp,transaction_amount,merchant_category,merchant_id,payment_method,device_id,device_type,city,hour_of_day,day_of_week,is_weekend,transaction_gap_minutes,daily_transaction_count,average_amount_last_7_days,std_amount_last_7_days,merchant_visit_frequency,device_usage_frequency,location_visit_frequency,new_device,new_location,new_merchant,distance_from_last_transaction_km,label
TXN09-00001,9,2026-05-12 08:13:34,2786.13,Coffee,90004,Card,DEV-09-1,iPhone,Pune,8,1,0,0.0,1,2786.13,0.0,1,1,1,1,1,1,0.0,0
TXN09-00002,9,2026-05-12 08:19:11,3574.91,Cloud Services,90002,UPI,DEV-09-1,iPhone,Pune,8,1,0,5.62,2,2786.13,0.0,1,2,2,0,0,1,0.0,0
TXN09-00003,9,2026-05-12 09:00:54,2873.39,Restaurants,90009,UPI,DEV-09-2,Web,Pune,9,1,0,41.72,3,3180.52,394.39,1,1,3,1,0,1,0.0,0
TXN09-00004,9,2026-05-12 09:21:45,1677.98,Software,90014,UPI,DEV-09-1,iPhone,Pune,9,1,0,20.85,4,3078.14,353.07,1,3,4,0,0,1,0.0,0
TXN09-00005,9,2026-05-12 09:34:58,2869.36,Restaurants,90005,Card,DEV-09-2,Web,Pune,9,1,0,13.22,5,2728.1,679.03,1,2,5,0,0,1,0.0,0
TXN09-00006,9,2026-05-12 09:36:12,6278.33,Software,90006,UPI,DEV-09-1,iPhone,Pune,9,1,0,1.23,6,2756.35,609.96,1,4,6,0,0,1,0.0,0
TXN09-00007,9,2026-05-12 09:42:47,6189.43,Cloud Services,90003,UPI,DEV-09-2,Web,Bangalore,9,1,0,6.58,7,3343.35,1425.79,1,3,1,0,1,1,735.23,0
TXN09-00008,9,2026-05-12 09:48:23,2746.71,Cloud Services,90010,Card,DEV-09-1,iPhone,Pune,9,1,0,5.6,8,3749.93,1653.58,1,5,7,0,0,1,735.23,0
TXN09-00009,9,2026-05-12 10:19:16,3815.6,Coffee,90004,UPI,DEV-09-1,iPhone,Bangalore,10,1,0,30.88,9,3624.53,1581.96,2,6,2,0,0,0,735.23,0
TXN09-00010,9,2026-05-12 10:23:41,4179.94,Restaurants,90005,Card,DEV-09-2,Web,Pune,10,1,0,4.42,10,3645.76,1492.7,2,4,8,0,0,0,735.23,0
TXN09-00011,9,2026-05-12 11:04:20,5421.52,Coffee,90004,UPI,DEV-09-1,iPhone,Pune,11,1,0,40.65,11,3699.18,1425.14,3,7,9,0,0,0,0.0,0
TXN09-00012,9,2026-05-12 11:21:07,5143.24,Restaurants,90001,Card,DEV-09-2,Web,Pune,11,1,0,16.78,12,3855.75,1446.21,1,5,10,0,0,1,0.0,0
TXN09-00013,9,2026-05-12 12:05:52,1550.03,Cloud Services,90002,Card,DEV-09-2,Web,Pune,12,1,0,44.75,13,3963.05,1429.64,2,6,11,0,0,0,0.0,0
TXN09-00014,9,2026-05-12 12:21:42,1247.13,Cloud Services,90002,Card,DEV-09-1,iPhone,Pune,12,1,0,15.83,14,3777.43,1516.6,3,8,12,0,0,0,0.0,0
TXN09-00015,9,2026-05-12 12:35:36,5398.25,Coffee,90004,UPI,DEV-09-2,Web,Pune,12,1,0,13.9,15,3596.69,1600.14,4,7,13,0,0,0,0.0,0
