transaction_id,user_id,timestamp,transaction_amount,merchant_category,merchant_id,payment_method,device_id,device_type,city,hour_of_day,day_of_week,is_weekend,transaction_gap_minutes,daily_transaction_count,average_amount_last_7_days,std_amount_last_7_days,merchant_visit_frequency,device_usage_frequency,location_visit_frequency,new_device,new_location,new_merchant,distance_from_last_transaction_km,label
TXN02-00001,2,2026-05-12 07:03:52,339.13,Grocery,20011,Credit Card,DEV-02-2,Android,Bangalore,7,1,0,0.0,1,339.13,0.0,1,1,1,1,1,1,0.0,0
TXN02-00002,2,2026-05-12 07:44:47,853.94,Fuel,20012,Credit Card,DEV-02-1,Web,Bangalore,7,1,0,40.92,2,339.13,0.0,1,1,2,1,0,1,0.0,0
TXN02-00003,2,2026-05-12 08:09:26,770.45,Swiggy,20007,UPI,DEV-02-2,Android,Bangalore,8,1,0,24.65,3,596.54,257.41,1,2,3,0,0,1,0.0,0
TXN02-00004,2,2026-05-12 08:19:01,1241.86,Amazon,20005,UPI,DEV-02-2,Android,Bangalore,8,1,0,9.58,4,654.51,225.59,1,3,4,0,0,1,0.0,0
TXN02-00005,2,2026-05-12 09:01:37,396.95,Grocery,20010,UPI,DEV-02-1,Web,Bangalore,9,1,0,42.6,5,801.35,320.71,1,2,5,0,0,1,0.0,0
TXN02-00006,2,2026-05-12 09:06:03,1094.39,Grocery,20018,UPI,DEV-02-1,Web,Bangalore,9,1,0,4.43,6,720.47,329.32,1,3,6,0,0,1,0.0,0
TXN02-00007,2,2026-05-12 09:31:03,804.49,Swiggy,20013,Credit Card,DEV-02-2,Android,Bangalore,9,1,0,25.0,7,782.79,331.35,1,4,7,0,0,1,0.0,0
TXN02-00008,2,2026-05-12 10:19:46,1679.26,Swiggy,20009,Credit Card,DEV-02-1,Web,Bangalore,10,1,0,48.72,8,785.89,306.87,1,4,8,0,0,1,0.0,0
TXN02-00009,2,2026-05-12 10:31:26,1201.66,Swiggy,20003,Credit Card,DEV-02-2,Android,Bangalore,10,1,0,11.67,9,897.56,411.93,1,5,9,0,0,1,0.0,0
TXN02-00010,2,2026-05-12 10:38:44,3000.0,Grocery,20011,UPI,DEV-02-1,Web,Bangalore,10,1,0,7.3,10,931.35,399.96,2,5,10,0,0,0,0.0,0
TXN02-00011,2,2026-05-12 10:47:18,1834.05,Swiggy,20016,UPI,DEV-02-1,Web,Bangalore,10,1,0,8.57,11,1138.21,727.4,1,6,11,0,0,1,0.0,0
TXN02-00012,2,2026-05-12 11:17:41,378.53,Amazon,20019,UPI,DEV-02-1,Web,Bangalore,11,1,0,30.38,12,1201.47,721.82,1,7,12,0,0,1,0.0,0
TXN02-00013,2,2026-05-12 11:45:14,835.62,Swiggy,20016,Credit Card,DEV-02-2,Android,Bangalore,11,1,0,27.55,13,1132.89,727.56,2,6,13,0,0,0,0.0,0
TXN02-00014,2,2026-05-12 11:48:25,971.16,Amazon,20002,Credit Card,DEV-02-1,Web,Bangalore,11,1,0,3.18,14,1110.03,703.49,1,8,14,0,0,1,0.0,0
TXN02-00015,2,2026-05-12 12:16:51,2035.88,Amazon,20021,UPI,DEV-02-1,Web,Bangalore,12,1,0,28.43,15,1100.11,678.84,1,9,15,0,0,1,0.0,0
TXN02-00016,2,2026-05-12 12:53:24,694.66,Grocery,20010,UPI,DEV-02-2,Android,Bangalore,12,1,0,36.55,16,1162.49,696.12,2,7,16,0,0,0,0.0,0
TXN02-00017,2,2026-05-12 13:32:09,492.89,Swiggy,20003,UPI,DEV-02-1,Web,Bangalore,13,1,0,38.75,17,1133.25,683.47,2,10,17,0,0,0,0.0,0
TXN02-00018,2,2026-05-12 13:40:51,249.99,Grocery,20011,UPI,DEV-02-2,Android,Bangalore,13,1,0,8.7,18,1095.58,679.96,3,8,18,0,0,0,0.0,0
TXN02-00019,2,2026-05-12 14:51:39,790.24,Swiggy,20013,UPI,DEV-02-2,Android,Bangalore,14,1,0,70.8,19,1048.61,688.61,2,9,19,0,0,0,0.0,0
TXN02-00020,2,2026-05-12 15:14:27,886.76,Swiggy,20003,Credit Card,DEV-02-2,Android,Bangalore,15,1,0,22.8,20,1035.01,672.72,3,10,20,0,0,0,0.0,0
TXN02-00021,2,2026-05-12 15:23:50,2294.05,Swiggy,20017,UPI,DEV-02-1,Web,Bangalore,15,1,0,9.38,21,1027.6,656.48,1,11,21,0,0,1,0.0,0
TXN02-00022,2,2026-05-12 15:41:28,1090.64,Amazon,20005,UPI,DEV-02-1,Web,Bangalore,15,1,0,17.63,22,1087.9,695.12,2,12,22,0,0,0,0.0,0
TXN02-00023,2,2026-05-12 16:37:49,1372.93,Swiggy,20009,UPI,DEV-02-1,Web,Bangalore,16,1,0,56.35,23,1088.03,679.14,2,13,23,0,0,0,0.0,0
