transaction_id,user_id,timestamp,transaction_amount,merchant_category,merchant_id,payment_method,device_id,device_type,city,hour_of_day,day_of_week,is_weekend,transaction_gap_minutes,daily_transaction_count,average_amount_last_7_days,std_amount_last_7_days,merchant_visit_frequency,device_usage_frequency,location_visit_frequency,new_device,new_location,new_merchant,distance_from_last_transaction_km,label
TXN06-00001,6,2026-05-12 06:02:06,1640.17,Dining,60001,Card,DEV-06-1,iPhone,Delhi,6,1,0,0.0,1,1640.17,0.0,1,1,1,1,1,1,0.0,0
TXN06-00002,6,2026-05-12 06:37:10,3651.21,Dining,60005,UPI,DEV-06-1,iPhone,Delhi,6,1,0,35.07,2,1640.17,0.0,1,2,2,0,0,1,0.0,0
TXN06-00003,6,2026-05-12 06:43:59,6000.0,Grocery,60004,UPI,DEV-06-1,iPhone,Delhi,6,1,0,6.82,3,2645.69,1005.52,1,3,3,0,0,1,0.0,0
TXN06-00004,6,2026-05-12 06:46:36,1732.39,Medical,60008,Card,DEV-06-1,iPhone,Delhi,6,1,0,2.62,4,3763.79,1781.67,1,4,4,0,0,1,0.0,0
TXN06-00005,6,2026-05-12 06:48:54,3060.85,Medical,60008,UPI,DEV-06-1,iPhone,Delhi,6,1,0,2.3,5,3255.94,1776.09,2,5,5,0,0,0,0.0,0
TXN06-00006,6,2026-05-12 07:02:24,851.81,Dining,60005,UPI,DEV-06-1,iPhone,Delhi,7,1,0,13.5,6,3216.92,1590.5,2,6,6,0,0,0,0.0,0
TXN06-00007,6,2026-05-12 07:12:50,2196.63,Dining,60001,UPI,DEV-06-1,iPhone,Delhi,7,1,0,10.43,7,2822.74,1698.53,2,7,7,0,0,0,0.0,0
TXN06-00008,6,2026-05-12 07:49:29,2267.56,Grocery,60004,UPI,DEV-06-1,iPhone,Delhi,7,1,0,36.65,8,2733.29,1587.72,2,8,8,0,0,0,0.0,0
TXN06-00009,6,2026-05-12 07:54:53,3732.31,Grocery,60004,Card,DEV-06-1,iPhone,Delhi,7,1,0,5.4,9,2675.08,1493.14,3,9,9,0,0,0,0.0,0
TXN06-00010,6,2026-05-12 08:03:06,2453.75,Medical,60008,Card,DEV-06-1,iPhone,Delhi,8,1,0,8.22,10,2792.55,1446.42,3,10,10,0,0,0,0.0,0
TXN06-00011,6,2026-05-12 08:07:23,2877.88,Grocery,60004,Card,DEV-06-1,iPhone,Delhi,8,1,0,4.28,11,2758.67,1375.96,4,11,11,0,0,0,0.0,0
TXN06-00012,6,2026-05-12 08:27:09,2454.31,Medical,60002,Card,DEV-06-1,iPhone,Delhi,8,1,0,19.77,12,2769.51,1312.37,1,12,12,0,0,1,0.0,0
TXN06-00013,6,2026-05-12 09:33:12,1470.61,Dining,60001,UPI,DEV-06-1,iPhone,Delhi,9,1,0,66.05,13,2743.24,1259.52,3,13,13,0,0,0,0.0,0
TXN06-00014,6,2026-05-12 09:47:42,3426.21,Medical,60011,Card,DEV-06-1,iPhone,Delhi,9,1,0,14.5,14,2645.34,1256.72,1,14,14,0,0,1,0.0,0
TXN06-00015,6,2026-05-12 10:06:09,3330.82,Medical,60002,Card,DEV-06-1,iPhone,Delhi,10,1,0,18.45,15,2701.12,1227.59,2,15,15,0,0,0,0.0,0
TXN06-00016,6,2026-05-12 10:22:53,1951.65,Dining,60001,Card,DEV-06-1,iPhone,Delhi,10,1,0,16.73,16,2743.1,1196.32,4,16,16,0,0,0,0.0,0
TXN06-00017,6,2026-05-12 10:27:50,2789.95,Dining,60001,Card,DEV-06-1,iPhone,Delhi,10,1,0,4.95,17,2693.64,1174.07,5,17,17,0,0,0,0.0,0
TXN06-00018,6,2026-05-12 10:31:24,2007.75,Grocery,60004,Card,DEV-06-1,iPhone,Delhi,10,1,0,3.57,18,2699.3,1139.24,5,18,18,0,0,0,0.0,0
